File_ID	File_Name	Data_Category	Data_Type	Project_ID	Case_ID	Sample_ID	Sample_Type
2cd86e4d-a049-43df-9312-220f27cd41e7	cc126ebc-9499-4bed-b686-fb2490df0d3d_noid_Grn.idat	DNA Methylation	Masked Intensities	TCGA-PRAD	TCGA-CH-5765	TCGA-CH-5765-11A	Solid Tissue Normal
d43c6e25-31d0-43d0-b33d-61e485a9da82	9f063e36-da01-45bc-a5ae-31a8f8f89f04_noid_Red.idat	DNA Methylation	Masked Intensities	TCGA-PRAD	TCGA-XK-AAJP	TCGA-XK-AAJP-01A	Primary Tumor
94d97937-fa68-411e-b5fd-f456ea39a2ee	285070b2-5782-4933-a776-48d350f612b9_noid_Red.idat	DNA Methylation	Masked Intensities	TCGA-PRAD	TCGA-CH-5765	TCGA-CH-5765-01A	Primary Tumor
884c696b-5b39-4afb-a708-089dd9a1f255	9f063e36-da01-45bc-a5ae-31a8f8f89f04_noid_Grn.idat	DNA Methylation	Masked Intensities	TCGA-PRAD	TCGA-XK-AAJP	TCGA-XK-AAJP-01A	Primary Tumor
808823d3-d630-41e1-8059-1423bf1b48fb	cc126ebc-9499-4bed-b686-fb2490df0d3d_noid_Red.idat	DNA Methylation	Masked Intensities	TCGA-PRAD	TCGA-CH-5765	TCGA-CH-5765-11A	Solid Tissue Normal
632ad3f2-553c-406b-a180-6235dc74a5c7	3c672bf4-68c4-406b-9955-36211ae8c739_noid_Red.idat	DNA Methylation	Masked Intensities	TCGA-PRAD	TCGA-CH-5751	TCGA-CH-5751-01A	Primary Tumor
96cf9895-c727-482f-b5cc-09cd25071773	3c672bf4-68c4-406b-9955-36211ae8c739_noid_Grn.idat	DNA Methylation	Masked Intensities	TCGA-PRAD	TCGA-CH-5751	TCGA-CH-5751-01A	Primary Tumor
ffea062c-26ad-47bd-a3b4-d9079909ff46	34ed0778-c446-4a27-a0f6-9cd29897bd22_noid_Red.idat	DNA Methylation	Masked Intensities	TCGA-PRAD	TCGA-KK-A7B1	TCGA-KK-A7B1-01A	Primary Tumor
908771a3-c776-4673-971d-10306b1e73b7	34ed0778-c446-4a27-a0f6-9cd29897bd22_noid_Grn.idat	DNA Methylation	Masked Intensities	TCGA-PRAD	TCGA-KK-A7B1	TCGA-KK-A7B1-01A	Primary Tumor
4fe0ed0f-b520-48c2-bb38-cf4904d7bcc5	51705e5d-2062-4ee6-a33b-26659a95b2d9_noid_Grn.idat	DNA Methylation	Masked Intensities	TCGA-PRAD	TCGA-J4-AATZ	TCGA-J4-AATZ-01A	Primary Tumor
2c419db7-48e9-42f0-b484-2e8d56a63e94	51705e5d-2062-4ee6-a33b-26659a95b2d9_noid_Red.idat	DNA Methylation	Masked Intensities	TCGA-PRAD	TCGA-J4-AATZ	TCGA-J4-AATZ-01A	Primary Tumor
8629c453-88ff-4685-833e-fc11bd101f16	0019faf1-f464-4802-951b-2c29e8d99f69_noid_Red.idat	DNA Methylation	Masked Intensities	TCGA-PRAD	TCGA-KK-A7B0	TCGA-KK-A7B0-01A	Primary Tumor
0e3902d0-af1f-4ed8-8804-aa238f0b66f5	0019faf1-f464-4802-951b-2c29e8d99f69_noid_Grn.idat	DNA Methylation	Masked Intensities	TCGA-PRAD	TCGA-KK-A7B0	TCGA-KK-A7B0-01A	Primary Tumor
e3d8458c-adf9-4351-9d5f-5a6f1aad7d3c	ef9555aa-9887-4005-9d3a-5930315885f4_noid_Grn.idat	DNA Methylation	Masked Intensities	TCGA-PRAD	TCGA-HC-7737	TCGA-HC-7737-01A	Primary Tumor
e3220781-656e-4c9b-9e08-8d7a1a552b25	91613a8d-af95-48e4-b299-6d7870a8caf2_noid_Grn.idat	DNA Methylation	Masked Intensities	TCGA-PRAD	TCGA-HC-7737	TCGA-HC-7737-11A	Solid Tissue Normal
3fca11df-0698-46c6-9c7b-aafe36998724	91613a8d-af95-48e4-b299-6d7870a8caf2_noid_Red.idat	DNA Methylation	Masked Intensities	TCGA-PRAD	TCGA-HC-7737	TCGA-HC-7737-11A	Solid Tissue Normal
deb30e8e-98fb-48bc-ae0d-dc8d639fd583	ef9555aa-9887-4005-9d3a-5930315885f4_noid_Red.idat	DNA Methylation	Masked Intensities	TCGA-PRAD	TCGA-HC-7737	TCGA-HC-7737-01A	Primary Tumor
fd92e16d-a8c9-4108-8941-79227814d983	b9e15842-9bc3-443b-8249-65a5076b1196_noid_Grn.idat	DNA Methylation	Masked Intensities	TCGA-PRAD	TCGA-EJ-AB20	TCGA-EJ-AB20-01A	Primary Tumor
135a9323-dac9-459e-a936-ca29af6fed5f	b9e15842-9bc3-443b-8249-65a5076b1196_noid_Red.idat	DNA Methylation	Masked Intensities	TCGA-PRAD	TCGA-EJ-AB20	TCGA-EJ-AB20-01A	Primary Tumor
8c86907c-3980-4962-9194-8a6c5c2c47ed	7ce12824-3cbb-4cdf-a53d-b50b2c051ddd_noid_Grn.idat	DNA Methylation	Masked Intensities	TCGA-PRAD	TCGA-VN-A88L	TCGA-VN-A88L-01A	Primary Tumor
d244e5f2-128d-425f-aa6b-da2da1979b58	7ce12824-3cbb-4cdf-a53d-b50b2c051ddd_noid_Red.idat	DNA Methylation	Masked Intensities	TCGA-PRAD	TCGA-VN-A88L	TCGA-VN-A88L-01A	Primary Tumor
b3e9fafb-8400-4a68-b9de-a937dc4538ee	ae32d892-0375-441b-b82e-cd3d2939c40d_noid_Grn.idat	DNA Methylation	Masked Intensities	TCGA-PRAD	TCGA-FC-A66V	TCGA-FC-A66V-01A	Primary Tumor
034ce2f9-7ed0-497d-9433-534bcd6eb303	ae32d892-0375-441b-b82e-cd3d2939c40d_noid_Red.idat	DNA Methylation	Masked Intensities	TCGA-PRAD	TCGA-FC-A66V	TCGA-FC-A66V-01A	Primary Tumor
f2b10ae0-796c-4ecb-975d-2392e5d4a6ef	2f72b2af-33a3-4ee7-abe4-4ae4b7daf942_noid_Red.idat	DNA Methylation	Masked Intensities	TCGA-PRAD	TCGA-YJ-A8SW	TCGA-YJ-A8SW-01A	Primary Tumor
90531a10-2936-4a94-954d-cfffa3c76158	2f72b2af-33a3-4ee7-abe4-4ae4b7daf942_noid_Grn.idat	DNA Methylation	Masked Intensities	TCGA-PRAD	TCGA-YJ-A8SW	TCGA-YJ-A8SW-01A	Primary Tumor
1d9b02ca-f383-4465-b120-43f6244e8e28	a3425f00-1c8f-4918-a3e8-3ab0f53a310e_noid_Red.idat	DNA Methylation	Masked Intensities	TCGA-PRAD	TCGA-2A-A8VV	TCGA-2A-A8VV-01A	Primary Tumor
2a05e7ce-c8b0-46b9-b038-c1791e9386c2	963aae98-99aa-4a26-b88c-7d5847db6d08_noid_Grn.idat	DNA Methylation	Masked Intensities	TCGA-PRAD	TCGA-VP-A876	TCGA-VP-A876-01A	Primary Tumor
5747115c-7e8e-4549-a43a-56ec58157f0b	963aae98-99aa-4a26-b88c-7d5847db6d08_noid_Red.idat	DNA Methylation	Masked Intensities	TCGA-PRAD	TCGA-VP-A876	TCGA-VP-A876-01A	Primary Tumor
f66e4406-3e59-44e2-a53e-54b62f47e642	dadf3f15-b538-4a25-957d-030fcacb4e4c_noid_Red.idat	DNA Methylation	Masked Intensities	TCGA-PRAD	TCGA-CH-5739	TCGA-CH-5739-01A	Primary Tumor
5e58cac5-eff1-49b7-a44d-f74ff9c3cf3c	dadf3f15-b538-4a25-957d-030fcacb4e4c_noid_Grn.idat	DNA Methylation	Masked Intensities	TCGA-PRAD	TCGA-CH-5739	TCGA-CH-5739-01A	Primary Tumor
f89d16ad-736b-4fec-b0ef-b2dd5653c10f	ed04f2a7-d9e2-4c4a-b4f3-5f3c430a0567_noid_Red.idat	DNA Methylation	Masked Intensities	TCGA-PRAD	TCGA-EJ-5498	TCGA-EJ-5498-01A	Primary Tumor
17a7dcb8-7157-43a8-9f69-817e4e42d071	ed04f2a7-d9e2-4c4a-b4f3-5f3c430a0567_noid_Grn.idat	DNA Methylation	Masked Intensities	TCGA-PRAD	TCGA-EJ-5498	TCGA-EJ-5498-01A	Primary Tumor
bbd6ecf5-135d-4d49-bd41-a06def5af6d0	bc296ede-df9d-4781-81ca-4a7786e95667_noid_Grn.idat	DNA Methylation	Masked Intensities	TCGA-PRAD	TCGA-EJ-7330	TCGA-EJ-7330-01A	Primary Tumor
4f2511d2-1e86-4079-94ea-89085409c972	bc296ede-df9d-4781-81ca-4a7786e95667_noid_Red.idat	DNA Methylation	Masked Intensities	TCGA-PRAD	TCGA-EJ-7330	TCGA-EJ-7330-01A	Primary Tumor
b2f5f2cc-a8ca-4f56-bc8e-75ef2ecf20ea	4570c29f-4166-4c97-a27e-b50e38578ab0_noid_Grn.idat	DNA Methylation	Masked Intensities	TCGA-PRAD	TCGA-VP-A87C	TCGA-VP-A87C-01A	Primary Tumor
6b7b7fab-4d4f-46d7-8845-1a035f7460d6	4570c29f-4166-4c97-a27e-b50e38578ab0_noid_Red.idat	DNA Methylation	Masked Intensities	TCGA-PRAD	TCGA-VP-A87C	TCGA-VP-A87C-01A	Primary Tumor
e511f818-bef3-4880-b8b9-3bb30d213bdb	b48e4f1d-45ed-4316-bcf8-348dfd7bb647_noid_Grn.idat	DNA Methylation	Masked Intensities	TCGA-PRAD	TCGA-KC-A7FE	TCGA-KC-A7FE-01A	Primary Tumor
078ef046-8ee4-424f-aa6e-8f0e18e05096	b48e4f1d-45ed-4316-bcf8-348dfd7bb647_noid_Red.idat	DNA Methylation	Masked Intensities	TCGA-PRAD	TCGA-KC-A7FE	TCGA-KC-A7FE-01A	Primary Tumor
d55e23fd-aae6-4fe2-a6db-0b2a1522d9fe	693e820e-655a-4ac8-b4a5-5698981097e7_noid_Grn.idat	DNA Methylation	Masked Intensities	TCGA-PRAD	TCGA-KK-A8I5	TCGA-KK-A8I5-01A	Primary Tumor
4f002622-55ae-4bcd-9511-5af403fb77a0	693e820e-655a-4ac8-b4a5-5698981097e7_noid_Red.idat	DNA Methylation	Masked Intensities	TCGA-PRAD	TCGA-KK-A8I5	TCGA-KK-A8I5-01A	Primary Tumor
c0292b1d-5a06-4514-bb7c-084bf134fddf	3d0d9dcd-1368-402d-959a-f67da8560d3d_noid_Grn.idat	DNA Methylation	Masked Intensities	TCGA-PRAD	TCGA-G9-7509	TCGA-G9-7509-01A	Primary Tumor
8f2e0bb4-ed19-494a-b3e8-44bb308284c3	3d0d9dcd-1368-402d-959a-f67da8560d3d_noid_Red.idat	DNA Methylation	Masked Intensities	TCGA-PRAD	TCGA-G9-7509	TCGA-G9-7509-01A	Primary Tumor
aa1b2efb-c75c-4aaa-8f3f-33b780157e50	2b08acfe-6162-45b5-96f4-208fef6af575_noid_Red.idat	DNA Methylation	Masked Intensities	TCGA-PRAD	TCGA-KK-A7AZ	TCGA-KK-A7AZ-01A	Primary Tumor
8e7fc1e5-5d05-48f5-bdad-30758399dda1	88e5fc31-19a3-45ee-9a2f-08b006278f17_noid_Grn.idat	DNA Methylation	Masked Intensities	TCGA-PRAD	TCGA-FC-A8O0	TCGA-FC-A8O0-01A	Primary Tumor
45b3f48f-e865-4fe3-9cc4-ba050bb688dd	e0d8c898-6e25-4357-b223-fb0c41b1b9f2_noid_Red.idat	DNA Methylation	Masked Intensities	TCGA-PRAD	TCGA-G9-7522	TCGA-G9-7522-01A	Primary Tumor
78c5fb5e-1829-4344-9c39-6c63c15f10b1	448c69f6-cf38-4bdd-9ec0-2b8fe8e86123_noid_Grn.idat	DNA Methylation	Masked Intensities	TCGA-PRAD	TCGA-CH-5761	TCGA-CH-5761-11A	Solid Tissue Normal
d0fca501-0792-47c5-9794-7d63e9ec8b70	448c69f6-cf38-4bdd-9ec0-2b8fe8e86123_noid_Red.idat	DNA Methylation	Masked Intensities	TCGA-PRAD	TCGA-CH-5761	TCGA-CH-5761-11A	Solid Tissue Normal
2a50f9a2-d56c-4c3d-9999-e142f6103a8f	5d25e784-efc8-4710-87c7-83b06c369d49_noid_Grn.idat	DNA Methylation	Masked Intensities	TCGA-PRAD	TCGA-CH-5761	TCGA-CH-5761-01A	Primary Tumor
033a8b58-d463-444a-b7b0-ee8e66966fd4	5d25e784-efc8-4710-87c7-83b06c369d49_noid_Red.idat	DNA Methylation	Masked Intensities	TCGA-PRAD	TCGA-CH-5761	TCGA-CH-5761-01A	Primary Tumor
ca2771e4-3a18-4f8e-95f3-fbc9a0d7232f	1e164b1b-847e-4d73-a0b4-5fa478c22485_noid_Grn.idat	DNA Methylation	Masked Intensities	TCGA-PRAD	TCGA-HC-8264	TCGA-HC-8264-01B	Primary Tumor
9e48dcff-cfc4-45cc-a912-ebd341cb38ef	4f577f5f-1f76-4a3a-b010-50ab685b4788_noid_Red.idat	DNA Methylation	Masked Intensities	TCGA-PRAD	TCGA-G9-6348	TCGA-G9-6348-11A	Solid Tissue Normal
be944302-d8ee-4334-b1ed-fb8692a687be	ad2d37dd-2b4f-4742-9adf-6bbceec0780e_noid_Grn.idat	DNA Methylation	Masked Intensities	TCGA-PRAD	TCGA-HC-8256	TCGA-HC-8256-01A	Primary Tumor
896167bf-33ec-4e9e-a40d-4f4929373538	ad2d37dd-2b4f-4742-9adf-6bbceec0780e_noid_Red.idat	DNA Methylation	Masked Intensities	TCGA-PRAD	TCGA-HC-8256	TCGA-HC-8256-01A	Primary Tumor
0e60d92d-8e6d-44be-9dc0-1c4689953d0f	605248fc-4a5b-4ee8-aeab-c81e4a81691a_noid_Red.idat	DNA Methylation	Masked Intensities	TCGA-PRAD	TCGA-HC-8216	TCGA-HC-8216-01A	Primary Tumor
0430d63f-6305-498d-a4c9-3de9a3ccbcbc	4120e720-7df2-4bda-9f8f-4f0afab19d67_noid_Red.idat	DNA Methylation	Masked Intensities	TCGA-PRAD	TCGA-2A-AAYO	TCGA-2A-AAYO-01A	Primary Tumor
f01c5839-7c7f-4ea0-a631-9d76238e4dc4	f7b51c31-4013-40f3-9fdb-5bb973dbff47_noid_Red.idat	DNA Methylation	Masked Intensities	TCGA-PRAD	TCGA-KK-A8IH	TCGA-KK-A8IH-01A	Primary Tumor
774799ef-6e37-43c1-84cd-9e4a53376055	f7b51c31-4013-40f3-9fdb-5bb973dbff47_noid_Grn.idat	DNA Methylation	Masked Intensities	TCGA-PRAD	TCGA-KK-A8IH	TCGA-KK-A8IH-01A	Primary Tumor
d0141eee-8318-4295-ac79-38f59a8680e0	5e86ad48-ccf3-47e2-94c7-5b05b47c91a1_noid_Red.idat	DNA Methylation	Masked Intensities	TCGA-PRAD	TCGA-EJ-A65J	TCGA-EJ-A65J-01A	Primary Tumor
784a1023-024e-4ac9-b2ab-8a330921e273	095d4f01-0183-4d96-8a45-a4b8ffd30d34_noid_Grn.idat	DNA Methylation	Masked Intensities	TCGA-PRAD	TCGA-J4-A83L	TCGA-J4-A83L-01A	Primary Tumor
e0116682-b106-48e9-8e8e-1704b4bc1650	9beca401-0ebf-49b9-8c57-6dd119ba4a21_noid_Red.idat	DNA Methylation	Masked Intensities	TCGA-PRAD	TCGA-CH-5767	TCGA-CH-5767-11B	Solid Tissue Normal
3a4872d4-e6af-4d87-aee2-0f8d79f3847b	4560fd46-d3bf-4621-bdf7-3d20543994cf_noid_Grn.idat	DNA Methylation	Masked Intensities	TCGA-PRAD	TCGA-CH-5792	TCGA-CH-5792-01A	Primary Tumor
d81d9aca-aa17-4039-a89e-3c7cb87cf0f9	cfa06083-62cb-4473-b519-19fe18b3c7e7_noid_Red.idat	DNA Methylation	Masked Intensities	TCGA-PRAD	TCGA-CH-5767	TCGA-CH-5767-01A	Primary Tumor
b1b303de-6963-4f06-ad4c-8319b016e238	9beca401-0ebf-49b9-8c57-6dd119ba4a21_noid_Grn.idat	DNA Methylation	Masked Intensities	TCGA-PRAD	TCGA-CH-5767	TCGA-CH-5767-11B	Solid Tissue Normal
b2a79b69-fe8e-4acd-a7ad-f143d0c86519	94e50951-0994-4059-90a1-982baf712adb_noid_Grn.idat	DNA Methylation	Masked Intensities	TCGA-PRAD	TCGA-G9-6348	TCGA-G9-6348-01A	Primary Tumor
555f46cd-fe35-4966-a4c9-1f75b5f74a53	78f9e729-4d52-4502-8eb7-c51b8620c21b_noid_Grn.idat	DNA Methylation	Masked Intensities	TCGA-PRAD	TCGA-EJ-A65D	TCGA-EJ-A65D-01A	Primary Tumor
c5f2c5e6-f4f2-4719-8fc8-ad14050308d7	78f9e729-4d52-4502-8eb7-c51b8620c21b_noid_Red.idat	DNA Methylation	Masked Intensities	TCGA-PRAD	TCGA-EJ-A65D	TCGA-EJ-A65D-01A	Primary Tumor
e228ec6c-751e-4451-82a9-5719f48dd532	bb73da73-e865-4dd9-a7d6-4fd76225755f_noid_Grn.idat	DNA Methylation	Masked Intensities	TCGA-PRAD	TCGA-V1-A8WV	TCGA-V1-A8WV-01A	Primary Tumor
ab337959-cbfc-4b9d-9a60-0224f0c6a759	bb73da73-e865-4dd9-a7d6-4fd76225755f_noid_Red.idat	DNA Methylation	Masked Intensities	TCGA-PRAD	TCGA-V1-A8WV	TCGA-V1-A8WV-01A	Primary Tumor
97c025f0-76fd-4552-8d4e-3d745caf8fbc	a5ac8404-2b4c-478a-a82f-74f2623411d9_noid_Grn.idat	DNA Methylation	Masked Intensities	TCGA-PRAD	TCGA-EJ-A8FS	TCGA-EJ-A8FS-01A	Primary Tumor
c7b11489-724f-4046-a493-45da41ca7d7d	a5ac8404-2b4c-478a-a82f-74f2623411d9_noid_Red.idat	DNA Methylation	Masked Intensities	TCGA-PRAD	TCGA-EJ-A8FS	TCGA-EJ-A8FS-01A	Primary Tumor
7df1c335-d674-4fba-8bd2-6fc2d0b3e790	22c63f4c-26d1-4e81-a531-2ab09fe9f05c_noid_Red.idat	DNA Methylation	Masked Intensities	TCGA-PRAD	TCGA-HC-7212	TCGA-HC-7212-01A	Primary Tumor
96d2b2da-cc1b-4dc0-ac91-a4f31ef21300	22c63f4c-26d1-4e81-a531-2ab09fe9f05c_noid_Grn.idat	DNA Methylation	Masked Intensities	TCGA-PRAD	TCGA-HC-7212	TCGA-HC-7212-01A	Primary Tumor
75aa3a98-f510-41a6-85eb-9e1d6463352e	84206386-b12d-4bc8-9f68-b31edcb8ea8f_noid_Red.idat	DNA Methylation	Masked Intensities	TCGA-PRAD	TCGA-HC-7740	TCGA-HC-7740-01B	Primary Tumor
9961bdf6-615a-4586-a7ec-00d0cec5222a	749b729d-e09a-4dc1-ba33-5c830bf9b194_noid_Grn.idat	DNA Methylation	Masked Intensities	TCGA-PRAD	TCGA-HC-7077	TCGA-HC-7077-01A	Primary Tumor
d9c26a60-b616-4276-b5dc-5fb002d781e1	84206386-b12d-4bc8-9f68-b31edcb8ea8f_noid_Grn.idat	DNA Methylation	Masked Intensities	TCGA-PRAD	TCGA-HC-7740	TCGA-HC-7740-01B	Primary Tumor
75b60f3b-22a3-4d7a-8a30-ef6828f3da38	ed57f8af-9edb-4a17-b3ad-08b2523f5f32_noid_Red.idat	DNA Methylation	Masked Intensities	TCGA-PRAD	TCGA-HC-7740	TCGA-HC-7740-01A	Primary Tumor
8b5c7eb3-aa72-4034-ab8b-eeb9c7bd77e3	24b97e88-333c-4647-a814-87f764d5b87f_noid_Grn.idat	DNA Methylation	Masked Intensities	TCGA-PRAD	TCGA-HC-7736	TCGA-HC-7736-01A	Primary Tumor
e16c503e-f3b2-4858-8348-cc735dcf9338	24b97e88-333c-4647-a814-87f764d5b87f_noid_Red.idat	DNA Methylation	Masked Intensities	TCGA-PRAD	TCGA-HC-7736	TCGA-HC-7736-01A	Primary Tumor
355027f0-74df-4fb9-bb1b-d9ed9d89446c	237a2dda-55c2-48a2-9721-56dc56f9a253_noid_Grn.idat	DNA Methylation	Masked Intensities	TCGA-PRAD	TCGA-CH-5753	TCGA-CH-5753-01A	Primary Tumor
af0ed648-1d55-4c96-a413-0e0036d80689	237a2dda-55c2-48a2-9721-56dc56f9a253_noid_Red.idat	DNA Methylation	Masked Intensities	TCGA-PRAD	TCGA-CH-5753	TCGA-CH-5753-01A	Primary Tumor
23fce773-6a49-4e0a-b418-e5d3e0edff8f	99d6bcdf-8c25-4503-a50e-c26927e5cd14_noid_Red.idat	DNA Methylation	Masked Intensities	TCGA-PRAD	TCGA-HC-7821	TCGA-HC-7821-01A	Primary Tumor
1cf3cc1b-f48a-4b4e-8e12-353e51a9f4af	99d6bcdf-8c25-4503-a50e-c26927e5cd14_noid_Grn.idat	DNA Methylation	Masked Intensities	TCGA-PRAD	TCGA-HC-7821	TCGA-HC-7821-01A	Primary Tumor
509b64e9-1b78-4048-bbf5-d501164cd98b	e7c7115f-1f87-4b83-8d25-8c2540417417_noid_Grn.idat	DNA Methylation	Masked Intensities	TCGA-PRAD	TCGA-VN-A943	TCGA-VN-A943-01A	Primary Tumor
90732446-0e91-44d4-94a0-9f8955ffaaa6	e7c7115f-1f87-4b83-8d25-8c2540417417_noid_Red.idat	DNA Methylation	Masked Intensities	TCGA-PRAD	TCGA-VN-A943	TCGA-VN-A943-01A	Primary Tumor
2620d8e7-31f4-4c09-8585-60c24debee2e	c2334f5c-cc79-4f61-ab2e-dfd270d364df_noid_Grn.idat	DNA Methylation	Masked Intensities	TCGA-PRAD	TCGA-2A-A8VT	TCGA-2A-A8VT-01A	Primary Tumor
5e042a6a-2ebb-4d2c-90ab-eb7f452000e8	476a3171-924d-431e-a250-af9a9552dcff_noid_Red.idat	DNA Methylation	Masked Intensities	TCGA-PRAD	TCGA-V1-A8MM	TCGA-V1-A8MM-01A	Primary Tumor
cbc34e32-f1ab-455a-842a-cb103f7aa4c8	c2334f5c-cc79-4f61-ab2e-dfd270d364df_noid_Red.idat	DNA Methylation	Masked Intensities	TCGA-PRAD	TCGA-2A-A8VT	TCGA-2A-A8VT-01A	Primary Tumor
b18cd093-b5fb-4722-ac4a-be541779eabe	476a3171-924d-431e-a250-af9a9552dcff_noid_Grn.idat	DNA Methylation	Masked Intensities	TCGA-PRAD	TCGA-V1-A8MM	TCGA-V1-A8MM-01A	Primary Tumor
0303cddd-659a-4374-9359-437842d78287	8faf08b5-182c-49f4-8c52-efcd911618bb_noid_Red.idat	DNA Methylation	Masked Intensities	TCGA-PRAD	TCGA-EJ-7123	TCGA-EJ-7123-11A	Solid Tissue Normal
fb44965d-034c-4695-b9ca-89d625d16432	7ac80cb0-7c56-4a58-b6be-3c41d922c75f_noid_Grn.idat	DNA Methylation	Masked Intensities	TCGA-PRAD	TCGA-HI-7171	TCGA-HI-7171-01A	Primary Tumor
36235868-dfd6-4aac-a1e1-b00818c96901	8faf08b5-182c-49f4-8c52-efcd911618bb_noid_Grn.idat	DNA Methylation	Masked Intensities	TCGA-PRAD	TCGA-EJ-7123	TCGA-EJ-7123-11A	Solid Tissue Normal
8bbc885a-6783-4716-bf86-9fb289d85a9a	d68aca19-4823-49e5-9930-aaed7df6161f_noid_Grn.idat	DNA Methylation	Masked Intensities	TCGA-PRAD	TCGA-EJ-A46G	TCGA-EJ-A46G-01A	Primary Tumor
60159897-525c-41e3-b51d-028f523e365e	d68aca19-4823-49e5-9930-aaed7df6161f_noid_Red.idat	DNA Methylation	Masked Intensities	TCGA-PRAD	TCGA-EJ-A46G	TCGA-EJ-A46G-01A	Primary Tumor
2fda6996-a317-41a0-93d2-3cff1c2b9b54	73298c7a-eff4-419f-a6f0-db31e208bf86_noid_Red.idat	DNA Methylation	Masked Intensities	TCGA-PRAD	TCGA-J4-A83J	TCGA-J4-A83J-01A	Primary Tumor
11ddf23c-f691-4b2f-a6c2-f0cd4d1ce21b	b8822064-65e5-45e1-a330-bc76e860870f_noid_Grn.idat	DNA Methylation	Masked Intensities	TCGA-PRAD	TCGA-J4-A6G3	TCGA-J4-A6G3-01A	Primary Tumor
430f11ac-33fe-478d-beec-10b0c26626a2	73298c7a-eff4-419f-a6f0-db31e208bf86_noid_Grn.idat	DNA Methylation	Masked Intensities	TCGA-PRAD	TCGA-J4-A83J	TCGA-J4-A83J-01A	Primary Tumor
4cbae65e-483b-425a-a702-0536fa2f9d66	c5dab313-80bf-4611-a21a-251ac8d84ee3_noid_Grn.idat	DNA Methylation	Masked Intensities	TCGA-PRAD	TCGA-EJ-A46I	TCGA-EJ-A46I-01A	Primary Tumor
391e4644-746b-487c-8aba-9f9637ac0234	7b160ab9-c92d-4651-b585-de0a375031fa_noid_Red.idat	DNA Methylation	Masked Intensities	TCGA-PRAD	TCGA-V1-A8MK	TCGA-V1-A8MK-01A	Primary Tumor
d81e2443-04db-4c5d-bf9f-46cca8c78f19	a5744586-9c27-4283-85ae-758ebb8921f7_noid_Red.idat	DNA Methylation	Masked Intensities	TCGA-PRAD	TCGA-ZG-A9M4	TCGA-ZG-A9M4-01A	Primary Tumor
9ee97d5c-cbbd-4f53-b7b8-37d32ae5e202	3790a5f4-9309-49d1-8605-eae13fd6db48_noid_Red.idat	DNA Methylation	Masked Intensities	TCGA-PRAD	TCGA-KC-A4BO	TCGA-KC-A4BO-01A	Primary Tumor
76ca8ae5-9657-4f86-9b07-a367a184ce00	3790a5f4-9309-49d1-8605-eae13fd6db48_noid_Grn.idat	DNA Methylation	Masked Intensities	TCGA-PRAD	TCGA-KC-A4BO	TCGA-KC-A4BO-01A	Primary Tumor
260325e1-fbad-4104-b982-e32b3b3c2935	6ff71a62-1aef-4bc2-ad65-9769b54aacbc_noid_Grn.idat	DNA Methylation	Masked Intensities	TCGA-PRAD	TCGA-HC-7752	TCGA-HC-7752-11A	Solid Tissue Normal
72f2e271-206b-4543-b06e-6c087ae89b87	28379208-e792-4ecf-ad42-c906262196c5_noid_Grn.idat	DNA Methylation	Masked Intensities	TCGA-PRAD	TCGA-KK-A8I4	TCGA-KK-A8I4-01A	Primary Tumor
928578b5-3307-46c6-a079-f4e2193b5ef4	64083f28-8405-41f8-ad9d-098aa7cb0a70_noid_Red.idat	DNA Methylation	Masked Intensities	TCGA-PRAD	TCGA-HC-7752	TCGA-HC-7752-01A	Primary Tumor
1959d516-94b2-4843-888c-906817629841	6ff71a62-1aef-4bc2-ad65-9769b54aacbc_noid_Red.idat	DNA Methylation	Masked Intensities	TCGA-PRAD	TCGA-HC-7752	TCGA-HC-7752-11A	Solid Tissue Normal
5578635f-7b6c-448f-ad17-a133041a9832	a2e29b81-8cf2-4a0a-b832-8fb147a9602b_noid_Red.idat	DNA Methylation	Masked Intensities	TCGA-PRAD	TCGA-QU-A6IP	TCGA-QU-A6IP-01A	Primary Tumor
43a40b3e-9c8e-477a-9876-5f9789f6cae6	57d94608-2d6a-4d9f-9c97-ca657236e47c_noid_Red.idat	DNA Methylation	Masked Intensities	TCGA-PRAD	TCGA-V1-A9Z8	TCGA-V1-A9Z8-01A	Primary Tumor
b568d5bb-0b3b-4a6c-910a-90926c9f5dad	57d94608-2d6a-4d9f-9c97-ca657236e47c_noid_Grn.idat	DNA Methylation	Masked Intensities	TCGA-PRAD	TCGA-V1-A9Z8	TCGA-V1-A9Z8-01A	Primary Tumor
2bfd3cc2-f916-4617-bc43-f8881c1277cb	c7cc7f44-1877-46ae-a432-07a2f8208562_noid_Red.idat	DNA Methylation	Masked Intensities	TCGA-PRAD	TCGA-EJ-7786	TCGA-EJ-7786-11A	Solid Tissue Normal
d6efe8ad-befd-4efa-a65c-6ab1297145f3	81972b84-9f15-4fd3-b33e-4236f893a926_noid_Red.idat	DNA Methylation	Masked Intensities	TCGA-PRAD	TCGA-J4-A67S	TCGA-J4-A67S-01A	Primary Tumor
db37c9d7-d189-4be8-8a70-778e691b8f7f	1a26d2be-1d4f-4efd-ba7b-88882c61044f_noid_Red.idat	DNA Methylation	Masked Intensities	TCGA-PRAD	TCGA-KK-A59V	TCGA-KK-A59V-01A	Primary Tumor
