File ID	File Name	Data Category	Data Type	Project ID	Case ID	Sample ID	Sample Type
e086e154-51f1-4212-8029-7d1660b50142	aaeda6de-d341-4527-9e4b-1b5824fccb93.mirbase21.mirnas.quantification.txt	Transcriptome Profiling	miRNA Expression Quantification	TCGA-PRAD	TCGA-EJ-7328	TCGA-EJ-7328-01A	Primary Tumor
1b004d9f-6e23-411e-b5cb-f5da91945c4c	59c3bd55-5ad1-42e0-88c1-b8a91ac2851b.mirbase21.mirnas.quantification.txt	Transcriptome Profiling	miRNA Expression Quantification	TCGA-PRAD	TCGA-YL-A8SC	TCGA-YL-A8SC-01A	Primary Tumor
4ef6781d-a691-4b76-b8d1-02c074fcaaa2	c058b81c-a18c-4f58-a7b4-7027fee98a28.mirbase21.mirnas.quantification.txt	Transcriptome Profiling	miRNA Expression Quantification	TCGA-PRAD	TCGA-J4-A67T	TCGA-J4-A67T-01A	Primary Tumor
9fd0d06f-e577-44ce-a6b8-4742ade31711	5fedccb1-4f0f-487c-b5ae-c432176c9dd7.mirbase21.mirnas.quantification.txt	Transcriptome Profiling	miRNA Expression Quantification	TCGA-PRAD	TCGA-HC-A9TH	TCGA-HC-A9TH-01A	Primary Tumor
7fc54bb4-6a2c-4d1b-b98c-069e2e88f7aa	a7f932e3-f282-49ba-a44c-768312286c85.mirbase21.mirnas.quantification.txt	Transcriptome Profiling	miRNA Expression Quantification	TCGA-PRAD	TCGA-KK-A5A1	TCGA-KK-A5A1-01A	Primary Tumor
2e97bf3d-8729-4ea7-95cf-7eddfcfe2ff8	4fb71765-18cf-472d-821a-76d2aaa6732b.mirbase21.mirnas.quantification.txt	Transcriptome Profiling	miRNA Expression Quantification	TCGA-PRAD	TCGA-KK-A8IM	TCGA-KK-A8IM-01A	Primary Tumor
8e59550c-1bb7-4e4b-b786-873788fc86d0	74ba3c57-baf4-4b70-9c68-7798840a0b5c.mirbase21.mirnas.quantification.txt	Transcriptome Profiling	miRNA Expression Quantification	TCGA-PRAD	TCGA-M7-A720	TCGA-M7-A720-01A	Primary Tumor
ebbbba7d-88cf-4e69-b59f-f760f77f89fb	873b705f-90b1-49d2-bb1a-1ee28656da80.mirbase21.mirnas.quantification.txt	Transcriptome Profiling	miRNA Expression Quantification	TCGA-PRAD	TCGA-EJ-7325	TCGA-EJ-7325-01B	Primary Tumor
3d0d4bef-b93a-4a7b-a8d1-8a3fda92210c	bd1b7f23-61e1-4de5-afa5-75da78b1b5b6.mirbase21.mirnas.quantification.txt	Transcriptome Profiling	miRNA Expression Quantification	TCGA-PRAD	TCGA-4L-AA1F	TCGA-4L-AA1F-01A	Primary Tumor
13590c22-ec8c-4d98-a81c-6dc9c7fd03e3	2193403c-2925-4d95-9ad8-4c6ac723d365.mirbase21.mirnas.quantification.txt	Transcriptome Profiling	miRNA Expression Quantification	TCGA-PRAD	TCGA-VP-A87J	TCGA-VP-A87J-01A	Primary Tumor
50fa8a7e-a4ea-42a2-aa77-2d71b10e70c2	abd16f65-2963-4ced-9527-73615cf71eaa.mirbase21.mirnas.quantification.txt	Transcriptome Profiling	miRNA Expression Quantification	TCGA-PRAD	TCGA-EJ-5502	TCGA-EJ-5502-01A	Primary Tumor
f2322ecb-88b5-407a-8e32-d54f3637d025	fb9aef2c-fcbd-4e8e-ad20-90c254699f40.mirbase21.mirnas.quantification.txt	Transcriptome Profiling	miRNA Expression Quantification	TCGA-PRAD	TCGA-2A-AAYF	TCGA-2A-AAYF-01A	Primary Tumor
e785c568-7e36-48ee-baf5-2d3cb65a4460	2ff8b72a-216c-4f8b-9635-1731bdf3f952.mirbase21.mirnas.quantification.txt	Transcriptome Profiling	miRNA Expression Quantification	TCGA-PRAD	TCGA-CH-5737	TCGA-CH-5737-01A	Primary Tumor
e68444e1-4776-4f75-afb5-7932e27e169b	6ba2eea3-c1f8-42ab-9aef-ebc4ada698ac.mirbase21.mirnas.quantification.txt	Transcriptome Profiling	miRNA Expression Quantification	TCGA-PRAD	TCGA-KK-A59Y	TCGA-KK-A59Y-01A	Primary Tumor
fc1d3c4a-ee9d-4af9-a0a5-503cfa79cb0e	fe1ac528-4a43-498b-a91b-8b55d687c6c9.mirbase21.mirnas.quantification.txt	Transcriptome Profiling	miRNA Expression Quantification	TCGA-PRAD	TCGA-TK-A8OK	TCGA-TK-A8OK-01A	Primary Tumor
609fa3ee-a7a0-42b8-bce3-a64b2dbc6267	1648a14c-c7ce-49b1-baf7-1f9bafd8f654.mirbase21.mirnas.quantification.txt	Transcriptome Profiling	miRNA Expression Quantification	TCGA-PRAD	TCGA-V1-A9Z7	TCGA-V1-A9Z7-01A	Primary Tumor
54a83080-dbbd-47e7-aede-bf67d5805ebb	1e2fcb03-cf1d-4352-baff-6190df924a5f.mirbase21.mirnas.quantification.txt	Transcriptome Profiling	miRNA Expression Quantification	TCGA-PRAD	TCGA-XQ-A8TB	TCGA-XQ-A8TB-01A	Primary Tumor
138c9498-2b38-49a0-baf9-29ad74cd3e15	f22f60e0-6007-415b-ae5c-2da436022c6c.mirbase21.mirnas.quantification.txt	Transcriptome Profiling	miRNA Expression Quantification	TCGA-PRAD	TCGA-CH-5744	TCGA-CH-5744-01A	Primary Tumor
b2ef1248-27a3-412c-b422-cad57790d2a1	1ad2f48f-323b-4436-b544-422d03e85224.mirbase21.mirnas.quantification.txt	Transcriptome Profiling	miRNA Expression Quantification	TCGA-PRAD	TCGA-EJ-A6RA	TCGA-EJ-A6RA-01A	Primary Tumor
ab2309ea-8e5b-4b86-afdf-cd3908e97a55	c177e266-e7ca-4f24-94b0-50e1b573d0c3.mirbase21.mirnas.quantification.txt	Transcriptome Profiling	miRNA Expression Quantification	TCGA-PRAD	TCGA-EJ-7318	TCGA-EJ-7318-01B	Primary Tumor
d1e45c8c-3b96-4849-894e-ea95ab772dd6	3d2f44bf-569b-4ae6-8b04-727d1cb119c7.mirbase21.mirnas.quantification.txt	Transcriptome Profiling	miRNA Expression Quantification	TCGA-PRAD	TCGA-YL-A8SO	TCGA-YL-A8SO-01B	Primary Tumor
eb7b09f9-c77f-4f6b-9bfd-f77ce5f1661b	825b4383-2bc6-49b4-aaa2-844e81beb77a.mirbase21.mirnas.quantification.txt	Transcriptome Profiling	miRNA Expression Quantification	TCGA-PRAD	TCGA-ZG-A9L2	TCGA-ZG-A9L2-01A	Primary Tumor
13ed1f5a-c683-4614-8fa8-196adbfa798c	db8ff7e3-994a-4cc9-acfb-5a2eed17a1db.mirbase21.mirnas.quantification.txt	Transcriptome Profiling	miRNA Expression Quantification	TCGA-PRAD	TCGA-HC-A76W	TCGA-HC-A76W-01A	Primary Tumor
ff21f087-3f0d-4a95-9f57-f9f28bd597b1	3bf07c5d-207f-4b8a-9139-e81cb4adce03.mirbase21.mirnas.quantification.txt	Transcriptome Profiling	miRNA Expression Quantification	TCGA-PRAD	TCGA-EJ-5507	TCGA-EJ-5507-01A	Primary Tumor
800e3b6f-6629-4991-9f4e-0a54caf19271	3446f813-1bc7-4649-b899-ad9d334606b3.mirbase21.mirnas.quantification.txt	Transcriptome Profiling	miRNA Expression Quantification	TCGA-PRAD	TCGA-EJ-A7NG	TCGA-EJ-A7NG-01A	Primary Tumor
25d29155-7394-44f4-84a8-8b8a20a34550	e38d3c4f-0dbb-490b-8988-2db8a7da32b2.mirbase21.mirnas.quantification.txt	Transcriptome Profiling	miRNA Expression Quantification	TCGA-PRAD	TCGA-ZG-A9LU	TCGA-ZG-A9LU-01A	Primary Tumor
1b2f6ec6-e642-4ed9-a26d-c0f0c8900512	df46b814-eed8-444f-8640-64b0c753f2ff.mirbase21.mirnas.quantification.txt	Transcriptome Profiling	miRNA Expression Quantification	TCGA-PRAD	TCGA-CH-5746	TCGA-CH-5746-01A	Primary Tumor
772a1188-79ea-4f41-8286-7fcba9dec44d	76cb900b-423d-416b-bed6-154f78cd9f1a.mirbase21.mirnas.quantification.txt	Transcriptome Profiling	miRNA Expression Quantification	TCGA-PRAD	TCGA-KK-A59X	TCGA-KK-A59X-01A	Primary Tumor
ddcd344a-29cf-4dd1-ae78-b47845f9a105	3a099c5a-a609-4b45-bccc-0653a85037bf.mirbase21.mirnas.quantification.txt	Transcriptome Profiling	miRNA Expression Quantification	TCGA-PRAD	TCGA-KK-A8IC	TCGA-KK-A8IC-01A	Primary Tumor
23ae580e-bf2e-4dfc-9d51-b204bed58265	1bc9f2d4-bb77-417a-a200-5c9f07124119.mirbase21.mirnas.quantification.txt	Transcriptome Profiling	miRNA Expression Quantification	TCGA-PRAD	TCGA-KK-A8ID	TCGA-KK-A8ID-01A	Primary Tumor
aa0a2162-1bfa-4ef9-bc6c-f5696f9a8748	88a67b46-0a8b-4791-9513-cfbdc84d4807.mirbase21.mirnas.quantification.txt	Transcriptome Profiling	miRNA Expression Quantification	TCGA-PRAD	TCGA-KK-A7B1	TCGA-KK-A7B1-01A	Primary Tumor
74666c75-9053-473f-9a18-21320aaab1f6	49e11833-a1d8-4630-99c4-a25605e313e5.mirbase21.mirnas.quantification.txt	Transcriptome Profiling	miRNA Expression Quantification	TCGA-PRAD	TCGA-J4-AATZ	TCGA-J4-AATZ-01A	Primary Tumor
ff51043f-4f64-4c79-8b17-c8fdc359a72f	965c9335-cc75-448f-aec4-9427b65913c5.mirbase21.mirnas.quantification.txt	Transcriptome Profiling	miRNA Expression Quantification	TCGA-PRAD	TCGA-KK-A7B0	TCGA-KK-A7B0-01A	Primary Tumor
e1dc2c1e-bc03-4e3f-951e-675f3c0426b0	f0025a2f-8dec-4930-927c-d4e1a758a445.mirbase21.mirnas.quantification.txt	Transcriptome Profiling	miRNA Expression Quantification	TCGA-PRAD	TCGA-HC-7737	TCGA-HC-7737-11A	Solid Tissue Normal
eb96956a-e834-444b-a030-97bf0d1a3ed1	520ac653-ede8-446f-aafa-e97da2395e87.mirbase21.mirnas.quantification.txt	Transcriptome Profiling	miRNA Expression Quantification	TCGA-PRAD	TCGA-HC-7737	TCGA-HC-7737-01A	Primary Tumor
1bdd29a3-89b4-408f-806d-3a13201b7180	fdfa6263-bde6-4d04-bae7-fdc2747345fb.mirbase21.mirnas.quantification.txt	Transcriptome Profiling	miRNA Expression Quantification	TCGA-PRAD	TCGA-EJ-AB20	TCGA-EJ-AB20-01A	Primary Tumor
278d77dd-24af-4b50-824e-f413f7bb9062	ab8a26d2-affd-4f44-a09e-1cb8515ff1a4.mirbase21.mirnas.quantification.txt	Transcriptome Profiling	miRNA Expression Quantification	TCGA-PRAD	TCGA-VN-A88L	TCGA-VN-A88L-01A	Primary Tumor
f7c17985-7aae-4371-9267-9728688f91c0	e026eabe-b84e-4281-b7bb-a35a24190261.mirbase21.mirnas.quantification.txt	Transcriptome Profiling	miRNA Expression Quantification	TCGA-PRAD	TCGA-FC-A66V	TCGA-FC-A66V-01A	Primary Tumor
12c185e8-a1c0-43ef-a77f-41613dc034d6	7fc48740-f3d0-40e0-9e26-44c018a2c8a3.mirbase21.mirnas.quantification.txt	Transcriptome Profiling	miRNA Expression Quantification	TCGA-PRAD	TCGA-YJ-A8SW	TCGA-YJ-A8SW-01A	Primary Tumor
4f90021d-bdf4-4f36-a676-8d3a7f70e0e3	202e6987-36d3-4c92-8ffb-db694e158126.mirbase21.mirnas.quantification.txt	Transcriptome Profiling	miRNA Expression Quantification	TCGA-PRAD	TCGA-2A-A8VV	TCGA-2A-A8VV-01A	Primary Tumor
4744ed62-376a-4938-978c-39217c46b596	6ec1a578-3211-4c02-aa89-9448deacf344.mirbase21.mirnas.quantification.txt	Transcriptome Profiling	miRNA Expression Quantification	TCGA-PRAD	TCGA-VP-A876	TCGA-VP-A876-01A	Primary Tumor
9e31c0a7-1b2d-471d-8ad9-f6c715ced4ce	c4b800bd-c557-446c-8503-3d08c5f4f872.mirbase21.mirnas.quantification.txt	Transcriptome Profiling	miRNA Expression Quantification	TCGA-PRAD	TCGA-CH-5739	TCGA-CH-5739-01A	Primary Tumor
c53de195-f8c6-477d-b17a-d1a45531310e	1bccbf35-162c-40ba-96fa-bf900da9af14.mirbase21.mirnas.quantification.txt	Transcriptome Profiling	miRNA Expression Quantification	TCGA-PRAD	TCGA-EJ-5498	TCGA-EJ-5498-01A	Primary Tumor
2ab6d1fe-6acd-44ba-b11a-6a92612a0560	9b3572ee-7c7b-417e-8748-c76e4117f684.mirbase21.mirnas.quantification.txt	Transcriptome Profiling	miRNA Expression Quantification	TCGA-PRAD	TCGA-EJ-7330	TCGA-EJ-7330-01A	Primary Tumor
ddab496d-35d6-45c0-b82d-e60498ff95f0	6ff041b8-a1cd-4b03-b1ed-f2e7d90c5e08.mirbase21.mirnas.quantification.txt	Transcriptome Profiling	miRNA Expression Quantification	TCGA-PRAD	TCGA-EJ-7330	TCGA-EJ-7330-11A	Solid Tissue Normal
2a6214fe-f87d-4bfe-9f37-e7beae8b67c3	a421d70e-eec9-49a4-82fd-ce699811ec77.mirbase21.mirnas.quantification.txt	Transcriptome Profiling	miRNA Expression Quantification	TCGA-PRAD	TCGA-VP-A87C	TCGA-VP-A87C-01A	Primary Tumor
13130107-691d-4dfe-87df-4411795377f8	4e3319b9-b8c7-4510-b089-ce9404678caa.mirbase21.mirnas.quantification.txt	Transcriptome Profiling	miRNA Expression Quantification	TCGA-PRAD	TCGA-KC-A7FE	TCGA-KC-A7FE-01A	Primary Tumor
fc586692-d20d-47b4-a905-8002a1d6f093	7f9e082b-1e20-40db-8444-30f1459998f5.mirbase21.mirnas.quantification.txt	Transcriptome Profiling	miRNA Expression Quantification	TCGA-PRAD	TCGA-KK-A8I5	TCGA-KK-A8I5-01A	Primary Tumor
2eacd605-094c-4d7f-b39b-e5e27c919510	050a2cca-de7a-44c2-9d3d-638d27e78c8a.mirbase21.mirnas.quantification.txt	Transcriptome Profiling	miRNA Expression Quantification	TCGA-PRAD	TCGA-G9-7509	TCGA-G9-7509-01A	Primary Tumor
eb2911e1-60bc-4750-84cb-7080c9e25552	96244a26-b8cc-4d0a-85c8-55eaceeb60a4.mirbase21.mirnas.quantification.txt	Transcriptome Profiling	miRNA Expression Quantification	TCGA-PRAD	TCGA-G9-7522	TCGA-G9-7522-01A	Primary Tumor
6f2b18f3-2bb1-4ad8-b684-e0e48aee4edf	b9846df8-09dc-41ed-8b5a-2d18ba0855ce.mirbase21.mirnas.quantification.txt	Transcriptome Profiling	miRNA Expression Quantification	TCGA-PRAD	TCGA-CH-5761	TCGA-CH-5761-01A	Primary Tumor
b589f11e-78f6-400e-be8d-7f1dcc7eee8f	3ce00af4-ca4b-4e6c-88bf-bdcab033ecdf.mirbase21.mirnas.quantification.txt	Transcriptome Profiling	miRNA Expression Quantification	TCGA-PRAD	TCGA-EJ-A65F	TCGA-EJ-A65F-01A	Primary Tumor
a30acb8b-29d9-4b8b-8aca-6a4117b97c9e	16c8f9d3-3097-49b7-ba97-d41c9d30e5cb.mirbase21.mirnas.quantification.txt	Transcriptome Profiling	miRNA Expression Quantification	TCGA-PRAD	TCGA-KK-A8IB	TCGA-KK-A8IB-01A	Primary Tumor
0f9d7cc6-b241-4fc9-a573-f78a0870e46f	c712565d-1968-47fd-b09f-2dece0449286.mirbase21.mirnas.quantification.txt	Transcriptome Profiling	miRNA Expression Quantification	TCGA-PRAD	TCGA-EJ-7314	TCGA-EJ-7314-11A	Solid Tissue Normal
ce4575b7-d551-4658-815b-9d40f1ad0e6a	2141c34c-d501-4ebe-9023-7024d5247ba5.mirbase21.mirnas.quantification.txt	Transcriptome Profiling	miRNA Expression Quantification	TCGA-PRAD	TCGA-HC-8264	TCGA-HC-8264-01B	Primary Tumor
d47697db-2fec-4348-b1db-ead4bf141834	abfbe819-27bb-40bf-a692-fb48c58f0beb.mirbase21.mirnas.quantification.txt	Transcriptome Profiling	miRNA Expression Quantification	TCGA-PRAD	TCGA-KK-A6E8	TCGA-KK-A6E8-01A	Primary Tumor
e8918f8e-36c9-48ff-ab08-1b63479f0eb9	bd4ae963-d6cc-4b23-8788-7874ed1864ca.mirbase21.mirnas.quantification.txt	Transcriptome Profiling	miRNA Expression Quantification	TCGA-PRAD	TCGA-HC-8256	TCGA-HC-8256-01A	Primary Tumor
a9a154b4-09e5-41b1-8580-3e66e53d3d44	58aaf74b-5087-4592-9e5c-081c53b860ed.mirbase21.mirnas.quantification.txt	Transcriptome Profiling	miRNA Expression Quantification	TCGA-PRAD	TCGA-EJ-A65G	TCGA-EJ-A65G-01A	Primary Tumor
53274f12-4fe6-491f-8eeb-1f67042b1a47	9a49bcee-db7a-4990-ab13-b40dc2ccf7fb.mirbase21.mirnas.quantification.txt	Transcriptome Profiling	miRNA Expression Quantification	TCGA-PRAD	TCGA-KK-A8IH	TCGA-KK-A8IH-01A	Primary Tumor
53edf845-cdc9-414d-bed5-cdecd5e80049	eb4bd85d-0dff-481c-bcd9-06cd830aae3f.mirbase21.mirnas.quantification.txt	Transcriptome Profiling	miRNA Expression Quantification	TCGA-PRAD	TCGA-EJ-A65J	TCGA-EJ-A65J-01A	Primary Tumor
85174d9a-7cf4-4327-851b-fe5b1feb6f3f	969125bc-715a-4d7c-a82e-43112165f1ac.mirbase21.mirnas.quantification.txt	Transcriptome Profiling	miRNA Expression Quantification	TCGA-PRAD	TCGA-J4-A83L	TCGA-J4-A83L-01A	Primary Tumor
42772e6b-8a70-463e-8c8f-f2217d934deb	1350a2dc-6755-4837-bba1-10f8997aad40.mirbase21.mirnas.quantification.txt	Transcriptome Profiling	miRNA Expression Quantification	TCGA-PRAD	TCGA-CH-5767	TCGA-CH-5767-01A	Primary Tumor
051b2deb-b145-4adf-a519-ab7fadccf0a2	217b0471-b511-4dd9-8687-f76a5a2fc128.mirbase21.mirnas.quantification.txt	Transcriptome Profiling	miRNA Expression Quantification	TCGA-PRAD	TCGA-EJ-A65D	TCGA-EJ-A65D-01A	Primary Tumor
66a5ab61-9382-4489-b27c-5d082a5a26af	5920d48f-3db8-4d19-8734-a92081aca7de.mirbase21.mirnas.quantification.txt	Transcriptome Profiling	miRNA Expression Quantification	TCGA-PRAD	TCGA-V1-A8WV	TCGA-V1-A8WV-01A	Primary Tumor
cd905798-fd23-48be-b38a-556ecb8ffd7d	5838d617-d513-4403-895a-c8ce5eac343b.mirbase21.mirnas.quantification.txt	Transcriptome Profiling	miRNA Expression Quantification	TCGA-PRAD	TCGA-EJ-A8FS	TCGA-EJ-A8FS-01A	Primary Tumor
cd08a8ca-ae26-4d35-8413-12ba7edfc05d	3a571db6-718b-406b-9d8a-9aa3c26db3b3.mirbase21.mirnas.quantification.txt	Transcriptome Profiling	miRNA Expression Quantification	TCGA-PRAD	TCGA-HC-7212	TCGA-HC-7212-01A	Primary Tumor
9cbb3954-34e6-4c7b-8414-e857f4744a9a	541eaea5-c602-4536-9543-3a1e8f42e3a2.mirbase21.mirnas.quantification.txt	Transcriptome Profiling	miRNA Expression Quantification	TCGA-PRAD	TCGA-HC-7740	TCGA-HC-7740-11A	Solid Tissue Normal
c580b4dd-764a-4d00-9328-368730e6a8d7	58a45232-eead-4957-8073-cbeabd860029.mirbase21.mirnas.quantification.txt	Transcriptome Profiling	miRNA Expression Quantification	TCGA-PRAD	TCGA-HC-7077	TCGA-HC-7077-01A	Primary Tumor
930fd6b0-9cea-465b-99ba-1d52094b7167	31733991-86a0-4e11-a6cc-1a0a7c84c6a4.mirbase21.mirnas.quantification.txt	Transcriptome Profiling	miRNA Expression Quantification	TCGA-PRAD	TCGA-HC-7740	TCGA-HC-7740-01A	Primary Tumor
fb755764-e03a-440c-b934-0f5f4fffbdc0	0e1f703d-f15e-450d-8b01-b003c024a9b5.mirbase21.mirnas.quantification.txt	Transcriptome Profiling	miRNA Expression Quantification	TCGA-PRAD	TCGA-HC-7740	TCGA-HC-7740-01B	Primary Tumor
ffc7b704-818e-4900-acd0-8cb42624a87d	addf512a-af2a-4488-8ea2-ee6f3971a349.mirbase21.mirnas.quantification.txt	Transcriptome Profiling	miRNA Expression Quantification	TCGA-PRAD	TCGA-CH-5753	TCGA-CH-5753-01A	Primary Tumor
2a6d4277-0737-4c41-aa4c-149f19c015d2	6f1a5533-cf69-4583-9e38-9e4e9fedde25.mirbase21.mirnas.quantification.txt	Transcriptome Profiling	miRNA Expression Quantification	TCGA-PRAD	TCGA-HC-7821	TCGA-HC-7821-01A	Primary Tumor
f4539bb9-c2e9-4961-aa10-2869fe9f1442	a949bff8-ff83-4729-845a-0a49559ec950.mirbase21.mirnas.quantification.txt	Transcriptome Profiling	miRNA Expression Quantification	TCGA-PRAD	TCGA-VN-A943	TCGA-VN-A943-01A	Primary Tumor
49834c7f-eeda-4f00-9db7-223a2caf6f0e	3c1b6695-66af-476f-b1ca-d4c647af8397.mirbase21.mirnas.quantification.txt	Transcriptome Profiling	miRNA Expression Quantification	TCGA-PRAD	TCGA-2A-A8VT	TCGA-2A-A8VT-01A	Primary Tumor
7a541b11-ff79-484d-a2d6-e2e0ed49dfb1	057a71ca-ded6-4d95-a082-c82d634b6dae.mirbase21.mirnas.quantification.txt	Transcriptome Profiling	miRNA Expression Quantification	TCGA-PRAD	TCGA-V1-A8MM	TCGA-V1-A8MM-01A	Primary Tumor
78f20943-c708-41c8-9abf-e524ee765777	18dd9dcc-6ff4-4b64-af70-bc1d06dc4716.mirbase21.mirnas.quantification.txt	Transcriptome Profiling	miRNA Expression Quantification	TCGA-PRAD	TCGA-HI-7171	TCGA-HI-7171-01A	Primary Tumor
b63f9119-5900-49d3-a1ca-9e3135c15491	464d15d7-4600-490a-aeea-c457ee97f410.mirbase21.mirnas.quantification.txt	Transcriptome Profiling	miRNA Expression Quantification	TCGA-PRAD	TCGA-2A-A8VX	TCGA-2A-A8VX-01A	Primary Tumor
d0c309a1-8fda-438d-8543-b2930c787414	6a17a17d-c1af-462a-a1d5-1e434805d24f.mirbase21.mirnas.quantification.txt	Transcriptome Profiling	miRNA Expression Quantification	TCGA-PRAD	TCGA-J4-A83J	TCGA-J4-A83J-01A	Primary Tumor
37ffd92b-06b6-4bcf-ba3b-76c739ef3a29	19b000a9-11f9-4c19-b33c-1c7c32a708f4.mirbase21.mirnas.quantification.txt	Transcriptome Profiling	miRNA Expression Quantification	TCGA-PRAD	TCGA-KC-A4BO	TCGA-KC-A4BO-01A	Primary Tumor
92640b6e-09e3-4a6c-8db2-7f079fcb3d7b	c7c64d12-d588-4891-bdef-1c51a72b89b0.mirbase21.mirnas.quantification.txt	Transcriptome Profiling	miRNA Expression Quantification	TCGA-PRAD	TCGA-KK-A59V	TCGA-KK-A59V-01A	Primary Tumor
3e3858d9-f7a3-4080-bc9b-d622d8cc940a	8c2a468c-81ed-4654-8dc7-6a6b265ef405.mirbase21.mirnas.quantification.txt	Transcriptome Profiling	miRNA Expression Quantification	TCGA-PRAD	TCGA-TP-A8TT	TCGA-TP-A8TT-01A	Primary Tumor
35dce423-671d-4621-8de6-2012636ef624	91a221ea-123e-470e-a33e-50ec9d2cfd27.mirbase21.mirnas.quantification.txt	Transcriptome Profiling	miRNA Expression Quantification	TCGA-PRAD	TCGA-G9-6367	TCGA-G9-6367-01A	Primary Tumor
f28b297b-dd95-4e3a-bfba-d073f7dd2631	5d7fd3e4-11a5-47b8-8410-7720f5d3bfa7.mirbase21.mirnas.quantification.txt	Transcriptome Profiling	miRNA Expression Quantification	TCGA-PRAD	TCGA-HC-7078	TCGA-HC-7078-01A	Primary Tumor
9bf84030-eeea-4b3a-b132-e09faee31f09	f2906243-8bb4-4f77-89fc-08563a6d325b.mirbase21.mirnas.quantification.txt	Transcriptome Profiling	miRNA Expression Quantification	TCGA-PRAD	TCGA-J4-8198	TCGA-J4-8198-01A	Primary Tumor
0fcce832-d74b-44fb-8535-9438348430a2	40245d3a-5258-4886-9241-12b45cb9981c.mirbase21.mirnas.quantification.txt	Transcriptome Profiling	miRNA Expression Quantification	TCGA-PRAD	TCGA-G9-6384	TCGA-G9-6384-11A	Solid Tissue Normal
5f461d10-4ad1-4e8b-821f-29477a65dc78	b0de1028-ed5d-4120-832c-affed06393d6.mirbase21.mirnas.quantification.txt	Transcriptome Profiling	miRNA Expression Quantification	TCGA-PRAD	TCGA-G9-6384	TCGA-G9-6384-01A	Primary Tumor
eda8ad57-0ec8-4923-a3b9-0c32326e2a64	ad2ba637-bb29-4f9a-b391-327723defd73.mirbase21.mirnas.quantification.txt	Transcriptome Profiling	miRNA Expression Quantification	TCGA-PRAD	TCGA-XK-AAJR	TCGA-XK-AAJR-01A	Primary Tumor
5c8a4317-ed15-4e2a-8d9a-1537aaab7357	00cf054e-21f4-49a8-9ef5-b86bf67bc170.mirbase21.mirnas.quantification.txt	Transcriptome Profiling	miRNA Expression Quantification	TCGA-PRAD	TCGA-HC-7820	TCGA-HC-7820-01A	Primary Tumor
a61d8d5c-f1d1-4b49-9c9a-f553e766f0f7	09b7c3b8-af4d-4460-8712-473a87fff9fa.mirbase21.mirnas.quantification.txt	Transcriptome Profiling	miRNA Expression Quantification	TCGA-PRAD	TCGA-EJ-A46E	TCGA-EJ-A46E-01A	Primary Tumor
b2303c04-4084-4162-964e-a9c2a706ceb8	6517e5f5-6c97-4bc2-bad7-04557993dbd7.mirbase21.mirnas.quantification.txt	Transcriptome Profiling	miRNA Expression Quantification	TCGA-PRAD	TCGA-ZG-A8QY	TCGA-ZG-A8QY-01A	Primary Tumor
18a230e1-fd71-4713-ab98-794b0dd74d63	ecc45ec9-5f91-4e51-be6f-e7e136ad40ba.mirbase21.mirnas.quantification.txt	Transcriptome Profiling	miRNA Expression Quantification	TCGA-PRAD	TCGA-KC-A4BV	TCGA-KC-A4BV-01A	Primary Tumor
c3edf01f-d28b-40a7-9ee4-2d834a5a9139	4b95dbf4-0c14-45bc-8e7c-0ae2d5ceb870.mirbase21.mirnas.quantification.txt	Transcriptome Profiling	miRNA Expression Quantification	TCGA-PRAD	TCGA-EJ-5503	TCGA-EJ-5503-01A	Primary Tumor
7458a865-4363-411b-b0e3-36c5be5d5ec4	3681551a-ef73-4c5f-9b5c-c961ca7e5c18.mirbase21.mirnas.quantification.txt	Transcriptome Profiling	miRNA Expression Quantification	TCGA-PRAD	TCGA-VP-A87D	TCGA-VP-A87D-01A	Primary Tumor
52911d6c-55d8-45a4-8c60-23ce9bd77e60	99f7a4d9-7151-4747-8d9e-9c4ff3736b96.mirbase21.mirnas.quantification.txt	Transcriptome Profiling	miRNA Expression Quantification	TCGA-PRAD	TCGA-FC-7961	TCGA-FC-7961-01A	Primary Tumor
18e45163-6ea0-4a1b-9a1f-521c0afbe017	3cae5127-8af7-44df-96a5-23e49a922545.mirbase21.mirnas.quantification.txt	Transcriptome Profiling	miRNA Expression Quantification	TCGA-PRAD	TCGA-EJ-5531	TCGA-EJ-5531-01A	Primary Tumor
94364d74-26ee-4fc6-bad1-001ea203111b	4f8016ed-6fa0-4428-b183-7a21aed25122.mirbase21.mirnas.quantification.txt	Transcriptome Profiling	miRNA Expression Quantification	TCGA-PRAD	TCGA-CH-5745	TCGA-CH-5745-01A	Primary Tumor
b4f1a5e3-7237-45e7-b237-b3e04b42410b	c5cc99e4-96fc-46ca-8493-b81b9452529c.mirbase21.mirnas.quantification.txt	Transcriptome Profiling	miRNA Expression Quantification	TCGA-PRAD	TCGA-EJ-7125	TCGA-EJ-7125-01A	Primary Tumor
dd9a90d7-fd67-4407-961a-08bb919ac4c8	f95b92eb-be93-48ea-b9e0-cc1cac669f2c.mirbase21.mirnas.quantification.txt	Transcriptome Profiling	miRNA Expression Quantification	TCGA-PRAD	TCGA-EJ-7794	TCGA-EJ-7794-11A	Solid Tissue Normal
