mirbase_id	log2FoldChange	pvalue	padj	ensembl_gene_id_version	chromosome_name	start_position	end_position	strand
hsa-mir-6720	-0.75204993299606	1.37134331124644e-05	9.02105404311246e-05	ENSG00000275859.1	6	1390314	1390411	-
hsa-mir-675	-1.23249224745843	2.94461263606573e-06	2.13167412362079e-05	ENSG00000284010.1	11	1996759	1996831	-
hsa-mir-676	-0.554969313259484	0.000572210799976372	0.00318292257486857	ENSG00000211991.4	X	70022857	70022923	+
hsa-mir-6761	-1.23463739160074	1.91951295315477e-17	3.87229746416422e-16	ENSG00000274697.1	12	111799834	111799905	+
hsa-mir-6810	1.56189561472465	5.11116159372073e-05	0.000315640305767325	ENSG00000278524.1	2	218341911	218341980	+
hsa-mir-6842	-0.638157238172182	3.9720443302374e-05	0.000249365272682539	ENSG00000273836.1	8	27433370	27433434	+
hsa-mir-6843	-2.72953313601561	1.41738396775113e-07	1.25414560895393e-06	ENSG00000284280.1	8	27610601	27610751	-
hsa-mir-6854	0.721703238777413	0.00332973056898515	0.0160954707695672	ENSG00000278412.1	9	98229149	98229217	-
hsa-mir-6868	-0.867383172314369	0.000473153197669759	0.00267119697042666	ENSG00000275360.1	17	76098019	76098076	-
hsa-mir-7-1	1.10622052148465	7.26018624880164e-21	1.80076422859621e-19	ENSG00000284179.1	9	83969748	83969857	-
hsa-mir-7-2	0.667821191464546	0.00636247799927661	0.0296197821935554	ENSG00000207703.1	15	88611825	88611934	+
hsa-mir-7-3	1.54563159801314	3.22213716892411e-06	2.29957242291612e-05	ENSG00000207630.1	19	4770670	4770779	+
hsa-mir-708	1.28826414590964	3.22815583067787e-33	2.1235651181807e-31	ENSG00000211997.1	11	79402022	79402109	-
hsa-mir-758	-0.689103658681523	4.73335694336734e-14	8.1381466537668e-13	ENSG00000211582.1	14	101026020	101026107	+
hsa-mir-760	-1.2521301644185	1.88607940928635e-15	3.43811824849428e-14	ENSG00000211575.3	1	93846832	93846911	+
hsa-mir-7702	1.00696137826705	0.00824336752181318	0.0376598088021276	ENSG00000274263.1	9	111271156	111271214	-
hsa-mir-7705	1.24469627103864	4.37355752870732e-06	3.0635150652473e-05	ENSG00000284570.1	8	100702968	100703024	-
hsa-mir-873	-2.93436887122147	8.33748770225776e-20	1.97103420211187e-18	ENSG00000215939.3	9	28888879	28888955	-
hsa-mir-876	-1.81887776432368	0.00052477162774309	0.00294066471398258	ENSG00000215966.1	9	28863626	28863706	-
hsa-mir-888	-5.92502415597413	3.07514091138270e-09	3.2997788644837e-08	ENSG00000216005.1	X	145994784	145994860	-
hsa-mir-889	-1.26518015700542	2.084667280672e-38	2.10273439710449e-36	ENSG00000216099.3	14	101047901	101047979	+
hsa-mir-891a	-4.94512420517992	1.29667196197119e-61	9.80932339231209e-59	ENSG00000216056.1	X	146027794	146027872	-
hsa-mir-892a	-5.55493706730645	1.6459275041663e-35	1.18585157800172e-33	ENSG00000215943.1	X	145996669	145996743	-
hsa-mir-9-1	0.720669350818826	3.16586602996546e-09	3.373207960097e-08	ENSG00000207933.3	1	156420341	156420429	-
hsa-mir-9-2	0.721444396907243	3.26716027670745e-09	3.45679265640446e-08	ENSG00000284447.1	5	88666853	88666939	-
hsa-mir-9-3	0.713006516115549	4.4757893957241e-09	4.67025472809005e-08	ENSG00000284329.1	15	89368017	89368106	+
hsa-mir-92a-1	1.15305811462522	3.62389434739111e-40	4.56912678966895e-38	ENSG00000283705.1	13	91351314	91351391	+
hsa-mir-92a-2	0.993768005701902	1.75653373660428e-34	1.20801615612831e-32	ENSG00000284538.1	X	134169538	134169612	-
hsa-mir-93	1.7137723384886	1.77130611501e-69	2.67998615201013e-66	ENSG00000207757.1	7	100093768	100093847	-
hsa-mir-934	-0.917105586264804	7.89649063502662e-06	5.38170735621409e-05	ENSG00000216060.1	X	136550878	136550960	+
hsa-mir-935	0.891174694561784	0.000837464502256454	0.00452529925683577	ENSG00000284583.1	19	53982307	53982397	+
hsa-mir-944	-0.966558125713863	1.85176949817994e-07	1.61018807514152e-06	ENSG00000216058.1	3	189829922	189830009	+
hsa-mir-96	1.88484547907647	2.25568613667679e-48	9.39850877934513e-46	ENSG00000199158.1	7	129774692	129774769	-
hsa-mir-99a	-0.502748556250197	1.08955211861754e-08	1.07044958147295e-07	ENSG00000207638.1	21	16539089	16539169	+
